session,treat,exp_1,exp_2,exp_3,exp_4,exp_5,exp_6,int_1,int_2,int_3,int_4,ben_1,ben_2,ben_3,ben_4,meas_rep,tsm_1,tsm_2,tsm_3,tsm_4,age,semester,sex,tch_1,tch_2,tch_3,tch_4,tch_5
dWxtqSJMBmbasE-W7JBtnzM1tkkr-lUNoOcYNiSgE7U7UvaseXnjDK7O9_5o01yo,CB,6,6,6,6,6,6,6,5,5,6,5,5,5,5,2,1,3,1,3,24,11,2,3,-999,-999,3,-999
u_znu_CTfA8B64ghkvPJI9w4g5zYD7rQUL8__CoLxKC1UVcdHev6HXQVWgYk2jRb,CC,4,5,5,6,5,6,6,3,4,4,5,4,6,3,1,2,3,2,3,27,9,1,1,2,3,-999,2
u_znu_CTfA8B64ghkvPJI9w4g5zYD7rQUL8__CoLxKC1UVcdHev6HXQVWgYk2jRb,CB,5,6,5,4,5,4,5,5,5,3,4,4,5,2,2,2,3,3,2,27,9,1,2,4,3,2,3
YphXx1rp7w-J_imFcmxgnv3ZuXnNaSbl8lMjGdPkQWd1Hfx4j_ncSkQTOnVlXgOu,CC,4,5,2,3,5,3,6,5,5,6,6,4,3,5,1,2,1,1,4,23,5,1,1,2,2,3,3
YphXx1rp7w-J_imFcmxgnv3ZuXnNaSbl8lMjGdPkQWd1Hfx4j_ncSkQTOnVlXgOu,CB,6,6,6,6,5,6,6,5,6,6,5,5,7,5,2,2,1,1,2,23,5,1,4,4,4,4,4
rwVBgnDuG6FRMUPtO0Rhf0JkCM8k-V7_TzsGqp7NrIWszzp5mr9xZh2ozaYopOsP,CC,6,5,5,5,4,5,6,5,6,5,6,6,5,5,1,1,1,1,1,NA,NA,NA,1,1,-999,4,-999
yAwmi-L8Pdx_2AlrHOvun3rJuWmXxzGkC4aMUFcGT4s2UZy7A9SgKXaoOY7QCgBr,CC,5,5,5,6,4,3,6,7,6,5,7,7,4,3,1,3,2,2,2,19,1,1,2,4,3,3,4
yAwmi-L8Pdx_2AlrHOvun3rJuWmXxzGkC4aMUFcGT4s2UZy7A9SgKXaoOY7QCgBr,CB,4,5,5,5,3,2,6,7,7,7,7,7,5,7,2,3,4,4,4,19,1,1,4,1,3,2,1
2EG31KrwYf2aVQjHYaVeKn55__sxvlIUPFqrnfFozvsqoaOBB21zCbqlf2nKyhzw,CC,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,26,13,2,1,1,-999,3,1
2EG31KrwYf2aVQjHYaVeKn55__sxvlIUPFqrnfFozvsqoaOBB21zCbqlf2nKyhzw,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,1,1,26,13,2,4,4,4,4,4
mszjYgCa-RqYjSORxCfKUPUBzjqdswX4p3q7c0CT3s4aI36fpFI1ByFletV42QVc,CC,5,4,5,4,3,5,5,6,5,5,6,6,5,4,1,3,2,2,2,26,9,2,2,-999,-999,3,-999
mszjYgCa-RqYjSORxCfKUPUBzjqdswX4p3q7c0CT3s4aI36fpFI1ByFletV42QVc,CB,7,7,7,6,5,7,7,7,7,6,7,7,7,6,2,1,1,1,1,26,9,2,4,4,4,4,4
7Ihl2QXTEBkTiuC1qKXU-LBKeD8dBLYhzlVMYCM90lm5ikK6odOTCBox2mQM-AyY,CC,6,5,4,4,3,5,5,5,4,4,5,5,4,6,1,2,2,1,3,21,7,1,1,1,3,1,-999
7Ihl2QXTEBkTiuC1qKXU-LBKeD8dBLYhzlVMYCM90lm5ikK6odOTCBox2mQM-AyY,CB,6,4,5,6,5,6,4,4,4,5,4,4,5,4,2,1,3,3,3,21,7,1,3,4,4,4,4
Uqy0-IN36TGIwLJCNBBBPy4OzZ6zoDjV4qdExeQatt7rTzx5K6P22QieIcGQPUYh,CC,6,4,6,5,5,4,5,4,5,6,5,6,6,5,1,2,3,2,3,19,3,2,3,-999,-999,3,-999
Uqy0-IN36TGIwLJCNBBBPy4OzZ6zoDjV4qdExeQatt7rTzx5K6P22QieIcGQPUYh,CB,7,7,7,6,7,6,7,6,6,6,6,6,6,6,2,2,2,3,2,19,3,2,4,4,4,4,4
m3cPTq5Mi3HY585jNAogFyDUxd6xe5rF4u4jCniGftt3YJaLWhz6TwiouSmTWRC2,CC,6,7,4,4,6,4,5,6,6,6,6,6,6,6,1,1,1,4,2,27,1,2,3,-999,-999,-999,-999
m3cPTq5Mi3HY585jNAogFyDUxd6xe5rF4u4jCniGftt3YJaLWhz6TwiouSmTWRC2,CB,6,7,6,6,6,6,6,6,5,6,5,4,6,6,2,2,1,3,2,27,1,2,4,4,4,4,4
Yrsbg8uvKwkNFUa5egBMSEGGwcEZfSMhKd1CDCjMtrR-LDdyjGqWMu5NUzq_6Lqt,CC,3,3,6,3,3,5,6,6,6,6,6,6,6,6,1,2,2,3,2,22,6,2,2,-999,2,1,1
Yrsbg8uvKwkNFUa5egBMSEGGwcEZfSMhKd1CDCjMtrR-LDdyjGqWMu5NUzq_6Lqt,CB,7,6,7,7,7,7,7,7,4,4,7,7,6,4,2,2,2,2,2,22,6,2,-999,4,4,3,4
TjNiD-nCKg34ZdrLn-gouhzHCsGhPJfmNBDac7JQ1ix0ELN_5EEQ2Dhh-w8S1Coy,CC,7,6,6,6,7,6,5,5,6,7,4,5,5,6,1,1,2,2,2,19,3,2,2,3,2,2,-999
TjNiD-nCKg34ZdrLn-gouhzHCsGhPJfmNBDac7JQ1ix0ELN_5EEQ2Dhh-w8S1Coy,CB,7,7,7,7,6,7,6,6,6,6,6,5,6,5,2,2,1,2,1,19,3,2,2,4,4,3,2
xTiCj2yucklAWwBXUrPDWd92Erudigutqwjk1zPrt2imHwJsaQrVKrGyJ53vusDo,CC,6,5,5,5,5,5,6,5,5,6,5,5,5,5,1,3,2,2,2,26,3,2,2,-999,-999,1,-999
xTiCj2yucklAWwBXUrPDWd92Erudigutqwjk1zPrt2imHwJsaQrVKrGyJ53vusDo,CB,7,7,7,7,6,7,6,7,7,7,7,7,7,7,2,1,1,1,1,26,3,2,4,4,4,4,4
8GJM_8e_UIAIB7NPdCryQhP3U6miBraMdXhrzDAWegVC5roT6UdldqqlKXEOd8nA,CC,4,3,4,4,3,4,6,4,6,4,4,4,4,4,1,1,1,2,1,22,1,1,2,1,1,2,1
8GJM_8e_UIAIB7NPdCryQhP3U6miBraMdXhrzDAWegVC5roT6UdldqqlKXEOd8nA,CB,6,6,6,6,6,6,5,6,4,4,4,4,4,4,2,1,1,1,1,22,1,1,4,4,4,4,4
nu9YhsCovzfPZfuIQ5sQXutnSOHT7PxhhTSg3B6xJZ2ByS0B3aH9bTD1lZTCGW6i,CC,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,2,3,2,20,3,2,3,4,4,-999,-999
nu9YhsCovzfPZfuIQ5sQXutnSOHT7PxhhTSg3B6xJZ2ByS0B3aH9bTD1lZTCGW6i,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,2,20,3,2,4,4,4,4,4
V_DGEYETRrQtJc4ZpDIAAokJG_yfDv719bW7Blpn9Fal5nPGPs7CQCV2Sxg3Pp6P,CC,6,6,6,6,4,6,6,5,5,6,5,5,5,5,1,3,2,3,2,20,1,1,2,2,3,2,-999
V_DGEYETRrQtJc4ZpDIAAokJG_yfDv719bW7Blpn9Fal5nPGPs7CQCV2Sxg3Pp6P,CB,6,7,6,6,6,7,6,6,5,5,6,5,6,6,2,2,2,1,2,20,1,1,2,3,3,4,4
n2axSGKsT5DuJdq5fBvb9JUE4MWRTFYdQIjvCDaVgdTRGV3kCnrhQntfSfYXLPA0,CC,4,6,5,4,6,5,5,3,4,2,3,5,5,6,1,1,4,4,4,20,3,2,-999,4,-999,4,4
n2axSGKsT5DuJdq5fBvb9JUE4MWRTFYdQIjvCDaVgdTRGV3kCnrhQntfSfYXLPA0,CB,6,5,7,5,7,6,5,5,6,7,6,5,6,6,2,4,1,4,1,20,3,2,4,-999,4,-999,4
dUsbAN_TVKHnPAo-usAGZDgMj6jZt4YzOd31K297gp6-s5mPzgSUmCcz1I1YnTKs,CC,6,5,6,5,5,6,5,5,5,5,5,6,6,5,1,2,2,2,2,27,12,1,4,2,2,4,2
dUsbAN_TVKHnPAo-usAGZDgMj6jZt4YzOd31K297gp6-s5mPzgSUmCcz1I1YnTKs,CB,6,6,5,6,6,6,6,7,7,6,6,7,6,6,2,2,2,2,2,27,12,1,4,4,4,3,4
WfmVr95q2iwIg0LZ1cBhDKlI-kR410vVzsJFM4p1ptS3XpcsoIOmar2PIZc1UYp4,CC,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1,2,3,1,4,25,3,2,-999,-999,-999,-999,-999
WfmVr95q2iwIg0LZ1cBhDKlI-kR410vVzsJFM4p1ptS3XpcsoIOmar2PIZc1UYp4,CB,2,4,4,3,4,3,4,4,4,4,4,4,4,4,2,3,3,3,4,25,3,2,4,4,4,4,-999
eYptOOlfPCeyb_qZsFnZJ-ZPdY_TFe4ikRAcD3jp9wfe8kFbhv31m5B5Kg5vzIJ-,CC,4,6,6,5,5,5,6,6,6,6,6,6,6,6,1,1,2,2,2,26,13,2,-999,-999,-999,3,-999
eYptOOlfPCeyb_qZsFnZJ-ZPdY_TFe4ikRAcD3jp9wfe8kFbhv31m5B5Kg5vzIJ-,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,1,2,1,26,13,2,4,4,4,4,4
9aIjDplg4HPeLsfVC1Sx832Ij8xLQezBbkLNeAR7xDX0a73JkBl_nHaHf84MTzfv,CC,2,3,4,4,4,4,4,4,7,6,7,4,7,7,1,2,1,2,4,21,3,2,1,-999,-999,2,-999
9aIjDplg4HPeLsfVC1Sx832Ij8xLQezBbkLNeAR7xDX0a73JkBl_nHaHf84MTzfv,CB,6,6,7,7,7,7,7,7,4,7,5,5,5,6,2,1,1,1,1,21,3,2,4,4,4,4,4
ZpWqW-9N44Wo4uct5i_JPmSEo60MT35onhujB4XYV4wYAo7dG1N9F2jsOn4Scb3q,CC,6,7,6,5,6,6,6,6,5,6,5,5,6,5,1,3,3,2,3,23,3,2,4,-999,-999,3,-999
ZpWqW-9N44Wo4uct5i_JPmSEo60MT35onhujB4XYV4wYAo7dG1N9F2jsOn4Scb3q,CB,6,6,6,6,6,6,5,6,6,6,5,5,6,5,2,2,2,2,2,23,3,2,4,4,4,4,4
jRDAWItbhV9pn8Dyu0eqsLPqnlOLEouqib0BA28FIZHv4xvkPHGFLaBzIPHvnpxv,CC,5,4,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,2,3,24,11,2,2,-999,-999,-999,-999
jRDAWItbhV9pn8Dyu0eqsLPqnlOLEouqib0BA28FIZHv4xvkPHGFLaBzIPHvnpxv,CB,7,4,7,7,7,7,7,7,7,7,7,7,7,7,2,3,2,2,2,24,11,2,-999,4,4,4,4
ASJLP-PBEAeESSeogvdJ6lMFapRV2uf2m3w7aDtIP-9GrSYPHZ8sA9q2DLS13tNG,CC,6,6,6,6,6,6,6,6,6,4,4,4,4,4,1,1,2,1,1,20,3,2,-999,2,-999,1,-999
ASJLP-PBEAeESSeogvdJ6lMFapRV2uf2m3w7aDtIP-9GrSYPHZ8sA9q2DLS13tNG,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,2,1,1,20,3,2,4,4,4,4,4
Xq6rYVaEkO4nGO3_Jgx4QlY2jBT2QHjRczgA8pm04QaU_ik3xfJQTfPKzSmlscmX,CC,7,7,7,7,7,7,7,7,7,7,4,4,7,4,1,1,3,2,3,26,11,2,3,-999,-999,3,-999
Xq6rYVaEkO4nGO3_Jgx4QlY2jBT2QHjRczgA8pm04QaU_ik3xfJQTfPKzSmlscmX,CB,7,7,7,7,7,7,7,7,4,7,4,4,7,4,2,1,1,1,1,26,11,2,4,4,4,4,4
NULERgNZh9VPiRuFNRSA35W6GB9PZAxtfPM1eEa3QhTkQzjC5gWivp720O8xmPLX,CB,3,4,4,4,3,4,6,6,4,5,5,6,6,5,1,1,2,2,2,23,7,2,2,3,-999,3,-999
NULERgNZh9VPiRuFNRSA35W6GB9PZAxtfPM1eEa3QhTkQzjC5gWivp720O8xmPLX,CC,5,5,6,6,4,5,5,6,5,5,5,4,6,5,2,2,1,1,2,23,7,2,3,-999,-999,3,1
5pkmouiawm4nHF0sXbuneHnPXLnlTP7P680b47GbaGmRNgI-C1orDzSnc5JIK1yd,CB,6,4,4,3,3,4,5,6,5,7,5,6,5,5,1,2,4,4,4,20,3,2,1,-999,-999,1,-999
5pkmouiawm4nHF0sXbuneHnPXLnlTP7P680b47GbaGmRNgI-C1orDzSnc5JIK1yd,CC,6,6,6,6,6,7,6,6,6,6,6,6,6,5,2,1,1,1,1,20,3,2,4,-999,4,4,4
sq_5NPUeInyF6Yw221X_6pFGxpWxF9iYkaIFt1Vv-hX2Cp2DvI1bRXyUtFD6E3on,CB,6,6,6,6,5,6,5,5,5,5,5,4,5,5,1,3,2,2,2,22,3,2,2,2,-999,3,-999
sq_5NPUeInyF6Yw221X_6pFGxpWxF9iYkaIFt1Vv-hX2Cp2DvI1bRXyUtFD6E3on,CC,6,6,6,6,6,7,6,6,6,6,6,6,6,6,2,3,1,2,1,22,3,2,-999,-999,-999,-999,-999
sI1Ox_4t1ieDEF7WmT9rNUdc0THTAxvQDDDWhJdx0TkIOjwSzF34tKTH11tD7d_k,CB,5,5,6,5,4,4,3,3,5,4,5,5,4,5,1,3,3,3,3,22,1,2,3,-999,-999,-999,3
sI1Ox_4t1ieDEF7WmT9rNUdc0THTAxvQDDDWhJdx0TkIOjwSzF34tKTH11tD7d_k,CC,5,4,4,5,4,4,5,5,5,5,5,4,5,5,2,2,2,2,2,22,1,2,-999,-999,-999,-999,3
OaaokGsyrDQY6xQRpGeAq1ydcAUzxsLDrb6jbRRE5n83Jz3hS9BfTzUU14GpfDTU,CB,6,5,6,5,6,5,5,5,5,6,5,5,5,6,1,1,2,1,1,NA,NA,NA,4,4,4,3,4
OaaokGsyrDQY6xQRpGeAq1ydcAUzxsLDrb6jbRRE5n83Jz3hS9BfTzUU14GpfDTU,CC,7,6,6,6,6,6,6,6,6,6,6,6,6,5,2,1,2,1,1,NA,NA,NA,-999,-999,-999,-999,-999
Do_iCdWWG3hKMJwQ7aKGca-gpgyzUU51Dj9pGn2EKlHpnr_Ha35rWn3EwWGxIqjs,CB,5,4,5,4,5,4,5,6,6,6,5,5,4,6,1,3,2,4,3,20,4,2,1,-999,3,3,-999
Do_iCdWWG3hKMJwQ7aKGca-gpgyzUU51Dj9pGn2EKlHpnr_Ha35rWn3EwWGxIqjs,CC,5,5,5,5,5,5,5,6,5,6,4,5,6,4,2,2,3,2,1,20,4,2,1,-999,1,2,-999
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH,CB,7,7,5,6,7,5,5,5,5,5,5,5,6,5,1,1,2,2,1,26,7,2,4,4,3,2,3
TJDG0p9CvLCrbiTlDWPHwJd9H2fW-FVvuc9Fh3tXjqoQHvK_sIeEP2AESFSO_QRH,CC,4,4,5,4,5,4,3,4,3,5,5,4,3,4,2,3,2,2,2,26,7,2,3,3,2,3,2
CINBXkRulRfOS7g-2GZ25C2zwHxkhHX7S-Jc6JGtPgfsPvmIV94EsWMNjPyU9HNh,CB,4,5,4,4,4,4,5,4,4,4,4,5,5,4,1,2,2,2,2,NA,NA,NA,2,-999,-999,3,-999
Aj-t556iOQ039QqHSPhJs2uJIRjAaSFOb1jNqbveceEUrRPAjS0rjygwTaCWDftk,CB,5,6,4,5,4,5,4,5,4,4,4,4,4,4,1,4,4,4,4,20,3,1,4,4,4,4,4
Aj-t556iOQ039QqHSPhJs2uJIRjAaSFOb1jNqbveceEUrRPAjS0rjygwTaCWDftk,CC,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,1,4,20,3,1,1,1,1,1,1
ud5liceAUzgAytMtrMR0H-VF2nkSh-s7dVDj1_WVisUGZz3tQHhCQr5lpI1lT6fp,CB,7,7,6,7,6,7,6,7,7,6,7,6,7,6,1,2,2,2,2,NA,NA,NA,-999,3,4,3,4
8mAlO6NnZNzks7Q6H10X8pLnxFovFmcXF1aC52c5Tb5yiihVGi2zFdsqyQSufuOg,CB,5,5,5,3,4,4,6,4,5,5,4,3,6,5,1,1,1,3,4,18,1,2,1,-999,1,1,1
8mAlO6NnZNzks7Q6H10X8pLnxFovFmcXF1aC52c5Tb5yiihVGi2zFdsqyQSufuOg,CC,6,4,5,6,6,5,6,6,6,6,5,4,6,5,2,1,1,1,4,18,1,2,1,1,-999,3,1
WOeJoNAvxsLWZh5g3XpZETS5Fd6ilFFI4p0ND9TBx428JzkeKk9ZVoY5UgTUU9lY,CB,5,5,5,5,2,5,4,4,5,6,4,6,4,4,1,2,1,2,3,29,9,1,4,4,4,4,4
WOeJoNAvxsLWZh5g3XpZETS5Fd6ilFFI4p0ND9TBx428JzkeKk9ZVoY5UgTUU9lY,CC,6,6,6,6,6,6,4,4,5,5,4,4,4,4,2,3,2,3,2,29,9,1,3,-999,-999,2,-999
adTRh-LmpBkYZ8tsFY8ehi17dJlcfv8WJDZcJeleLW9xva2z__poTEdMNZk7Gppl,CB,6,6,6,7,6,6,6,6,6,6,5,4,6,6,1,1,1,3,1,22,3,1,4,4,4,3,4
adTRh-LmpBkYZ8tsFY8ehi17dJlcfv8WJDZcJeleLW9xva2z__poTEdMNZk7Gppl,CC,6,7,6,6,6,6,6,6,6,6,4,4,6,6,2,2,2,1,1,22,3,1,2,1,1,1,1
PiGFTwESNakTZkxHeX8fo6t5tjcJDCgw23Vtu3ZfFA0viRbDqvne7B182Nl-5ao-,CB,6,6,6,6,6,6,6,6,5,5,6,5,6,4,1,2,1,3,1,27,9,1,4,4,4,4,4
PiGFTwESNakTZkxHeX8fo6t5tjcJDCgw23Vtu3ZfFA0viRbDqvne7B182Nl-5ao-,CC,7,7,7,7,7,7,7,7,7,7,7,6,7,7,2,1,1,1,1,27,9,1,1,1,1,1,1
MRj2m6vdqsTOYk1y6zvmv2VwgiXZjZ9dFtMomsbMUJ0oIwWNjxCpJrYm508bSzpp,CB,3,4,3,4,6,4,3,3,4,4,5,4,4,5,1,1,1,2,2,NA,NA,NA,3,4,4,4,4
rIVtmfVkasu8L6AgLgnh9c3vyzAY48x-cuwcF_mJMAF5u3BC5PoCoKjdbdJJNOh2,CB,5,5,5,5,5,4,6,5,4,5,5,4,4,4,1,3,2,4,4,24,12,2,1,2,2,4,4
rIVtmfVkasu8L6AgLgnh9c3vyzAY48x-cuwcF_mJMAF5u3BC5PoCoKjdbdJJNOh2,CC,5,5,5,5,5,6,5,6,6,6,6,6,6,6,2,2,1,3,4,24,12,2,3,2,2,3,2
e7PPr6bg6tu3jnFkOIFSlJFo5yep8vShZFlxVY1jX1m7UXf9CBqb9DEo5zLOPxjs,CB,5,6,6,5,6,6,6,4,5,6,6,5,5,4,1,2,2,2,1,NA,NA,NA,-999,-999,-999,-999,-999
p_1BXd8rgoMUCKs41nlIrsieASoBTQWKDMgmmHQzD1fajBEyCRqcAaeW358cQes3,CB,6,6,6,6,6,6,6,6,5,5,5,5,6,5,1,1,2,1,2,NA,NA,NA,4,4,4,-999,4
35cmTE6Va_kaePO1sE2N1IdM5klUUR_00c0a3c5zG4ABp4hxIbyWgoAY8hHSBiOP,CB,5,5,5,6,2,4,4,6,4,5,4,5,4,4,1,2,4,4,3,23,7,1,1,1,1,1,1
35cmTE6Va_kaePO1sE2N1IdM5klUUR_00c0a3c5zG4ABp4hxIbyWgoAY8hHSBiOP,CC,5,5,4,6,4,6,6,6,6,4,6,7,6,4,2,1,1,1,1,23,7,1,1,1,1,4,1
X_Xkgvy3Un8_e3S_g70l5V7LnYq4Wt56OTowtZD_IEhUK3D43KXHBHJzAC4xmTiB,CB,6,6,6,6,6,7,6,6,6,7,7,6,6,6,1,1,4,2,3,24,5,2,4,4,4,4,4
X_Xkgvy3Un8_e3S_g70l5V7LnYq4Wt56OTowtZD_IEhUK3D43KXHBHJzAC4xmTiB,CC,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,1,2,1,24,5,2,2,-999,-999,3,-999
4fLVi2PP6FFIXG7X3HxC5pwkemmP6eMYJUSUpcc16Jm6nTKr85EOjLdthJn_9xbJ,CB,5,6,6,6,4,7,6,6,4,6,6,6,6,4,1,2,2,2,2,33,11,3,3,-999,4,4,3
4fLVi2PP6FFIXG7X3HxC5pwkemmP6eMYJUSUpcc16Jm6nTKr85EOjLdthJn_9xbJ,CC,4,5,5,4,4,4,5,4,5,5,5,5,5,5,2,3,2,3,3,33,11,3,1,1,1,2,1
7z_LXIrJVrvXQzSZkSp8uQnamI7xXrDO-n_kfwNSjFJpggcstnFLJyaOKm6CQAlz,CB,6,6,7,6,6,6,7,6,6,6,7,7,6,5,1,2,1,1,4,22,9,2,4,3,4,4,4
7z_LXIrJVrvXQzSZkSp8uQnamI7xXrDO-n_kfwNSjFJpggcstnFLJyaOKm6CQAlz,CC,4,5,4,4,4,4,5,5,7,6,6,6,5,6,2,4,3,4,4,22,9,2,1,1,1,1,1
GdQjvDkEoX_MSUvFzeY7SMLxaTQQeKyGAcfCttXAE0i_qyTSaV_TxN60DcAs4C-n,CB,5,5,5,4,3,4,6,6,5,5,4,5,4,5,1,2,3,4,3,31,1,2,4,-999,4,3,4
GdQjvDkEoX_MSUvFzeY7SMLxaTQQeKyGAcfCttXAE0i_qyTSaV_TxN60DcAs4C-n,CC,5,5,5,4,4,4,5,5,5,5,6,6,5,5,2,4,2,4,3,31,1,2,2,2,1,2,-999
-aqhua3PNcEjS81FplsSbQTOXivABYF6pvszV99jjBiOw28oN9zJK2AM-SsQSM7l,CB,6,4,5,6,6,6,6,6,4,4,4,6,4,4,1,1,1,1,1,24,6,2,4,4,4,3,4
-aqhua3PNcEjS81FplsSbQTOXivABYF6pvszV99jjBiOw28oN9zJK2AM-SsQSM7l,CC,4,4,4,4,4,5,4,5,4,4,4,4,4,4,2,1,2,2,2,24,6,2,1,1,1,1,1
EWFNhnco-m2qPad4D4e9_tg0Jz89witQRy0olV-ULZLZjtr42VPl7T4ww4FwrmOg,CB,4,5,4,4,4,4,4,4,4,6,6,6,4,5,1,3,2,2,2,20,3,1,1,1,1,1,1
EWFNhnco-m2qPad4D4e9_tg0Jz89witQRy0olV-ULZLZjtr42VPl7T4ww4FwrmOg,CC,4,4,4,4,4,4,4,4,4,6,6,6,5,4,2,3,3,1,2,20,3,1,1,1,2,1,1
KJzy3kF2zf1Rdf_5iEM348gOBSS8skWHpUXrHFlwu5fGew3D-FrsmUlof124IWFY,CB,3,6,5,6,6,5,5,3,5,5,5,6,6,2,1,2,3,3,2,21,5,1,2,3,3,2,3
KJzy3kF2zf1Rdf_5iEM348gOBSS8skWHpUXrHFlwu5fGew3D-FrsmUlof124IWFY,CC,4,5,4,7,5,4,7,4,6,5,5,5,6,6,2,2,3,3,1,21,5,1,-999,4,2,1,1
FQRfm2SOJrhiBfd-fvdZhHYT96xsZi6-s8c8r7oGmNdmipxTNoQv2xjg66ZB_tdM,CB,5,6,6,4,3,5,7,7,7,7,7,7,6,5,1,2,2,4,4,24,6,1,2,-999,-999,4,-999
FQRfm2SOJrhiBfd-fvdZhHYT96xsZi6-s8c8r7oGmNdmipxTNoQv2xjg66ZB_tdM,CC,6,6,6,4,5,6,7,7,7,7,7,7,6,6,2,2,3,3,3,24,6,1,3,-999,-999,3,3
jMfDzQyNenmshAKZhCa8F9PzMr4vtLANU7va4B69W9iphRB6aslKAObX1A_lBlBd,CB,6,6,6,6,5,6,6,6,5,5,4,6,5,5,1,1,2,1,3,21,5,1,4,4,4,3,3
jMfDzQyNenmshAKZhCa8F9PzMr4vtLANU7va4B69W9iphRB6aslKAObX1A_lBlBd,CC,6,6,6,6,6,6,5,5,5,6,5,5,5,5,2,1,2,1,1,21,5,1,3,-999,-999,2,-999
9-24OmiCys4dA8gDuOo6aMsybBILomp2QtOSXWACrNZjIVSflkQ_lpDZX-vpmWrQ,CB,6,7,7,7,7,6,7,7,7,6,6,5,5,6,1,2,1,2,3,29,5,2,4,4,4,4,4
9-24OmiCys4dA8gDuOo6aMsybBILomp2QtOSXWACrNZjIVSflkQ_lpDZX-vpmWrQ,CC,7,7,7,7,7,7,6,6,6,6,6,6,6,6,2,1,1,1,2,29,5,2,1,1,-999,1,-999
udIMLRo_HkPqBMOytVXSu4Z_36vEvSdQTmMwaij4wAx6Z5t6DINra2V7ZRHmzbxB,CB,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,2,2,2,2,30,3,1,2,2,-999,3,2
udIMLRo_HkPqBMOytVXSu4Z_36vEvSdQTmMwaij4wAx6Z5t6DINra2V7ZRHmzbxB,CC,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,2,2,2,30,3,1,3,3,2,-999,2
BVRmrZE92GbxYiboo_z-ox_i6o1pVCRKV9xNmYkiTKza2vIrhWi7zcd84Zwy3sB6,CB,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,2,1,2,27,9,2,4,4,4,4,4
BVRmrZE92GbxYiboo_z-ox_i6o1pVCRKV9xNmYkiTKza2vIrhWi7zcd84Zwy3sB6,CC,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,2,1,1,27,9,2,-999,-999,-999,-999,-999
s3-i8RtPgMERcqRY2j3X1POnfLUNMg4jxTSZ-IYucik3C_qotS_kw8v1gNSU8pyA,CB,6,6,6,6,5,6,6,6,6,6,6,6,6,6,1,1,1,1,2,19,3,2,4,4,4,4,4
s3-i8RtPgMERcqRY2j3X1POnfLUNMg4jxTSZ-IYucik3C_qotS_kw8v1gNSU8pyA,CC,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,2,2,19,3,2,-999,-999,-999,-999,-999
I_XmvU9-pPqVF5MubucscPfgUFY57PjlA0JjP23hdvsqaY3o9kRhTPGluUHBYQlO,CB,6,6,6,6,5,6,6,6,6,6,6,7,6,6,1,1,1,3,1,23,9,2,4,4,4,4,4
I_XmvU9-pPqVF5MubucscPfgUFY57PjlA0JjP23hdvsqaY3o9kRhTPGluUHBYQlO,CC,6,6,6,6,6,6,6,6,6,6,6,7,6,6,2,1,2,2,1,23,9,2,3,3,3,4,2
0bcBz9oA8T18Abeeh3GGQHvL8BF7VKML9SEWQ06T1ncOieGMm1cvy2_WZIuNBJGj,CB,6,5,5,5,6,6,5,5,5,5,4,5,5,5,1,2,1,2,1,25,8,2,3,3,4,3,2
0bcBz9oA8T18Abeeh3GGQHvL8BF7VKML9SEWQ06T1ncOieGMm1cvy2_WZIuNBJGj,CC,6,6,6,4,6,6,4,4,6,5,4,4,4,4,2,2,2,2,3,25,8,2,3,3,4,3,3
mg2OGuvRnGv4PYqr_SCw0jzxiyMICgLf-Xw6iuuFhZOt6kgESl4EuK_aqDe7F443,CB,6,6,4,6,5,6,6,4,4,4,4,4,4,4,1,1,3,2,4,19,3,2,2,-999,-999,-999,-999
mg2OGuvRnGv4PYqr_SCw0jzxiyMICgLf-Xw6iuuFhZOt6kgESl4EuK_aqDe7F443,CC,5,4,4,5,5,5,4,4,4,4,4,4,4,4,2,1,3,1,3,19,3,2,3,-999,2,3,-999
JOGLAg8kD4lZl6vh60FXMZ8jYU-LGOtbTqkLRQbBFE5b-2xiXjCT92fXb3o87Dr8,CB,5,6,4,6,6,5,7,7,6,7,6,7,6,6,1,1,2,1,1,25,8,1,4,4,4,3,4
JOGLAg8kD4lZl6vh60FXMZ8jYU-LGOtbTqkLRQbBFE5b-2xiXjCT92fXb3o87Dr8,CC,3,5,3,4,3,4,4,5,5,4,5,4,5,4,2,3,2,2,2,25,8,1,-999,-999,-999,1,-999
