session,created,modified,ended,expired,treat,treat1,treat2,first_topic,abs1_tsm_1,abs1_tsm_2,abs1_tsm_3,abs1_tsm_4,abs1_tsc_1,abs1_tsc_2,abs1_tsc_3,abs1_tru_exp_1,abs1_tru_exp_2,abs1_tru_exp_3,abs1_tru_exp_4,abs1_tru_exp_5,abs1_tru_exp_6,abs1_tru_int_1,abs1_tru_int_2,abs1_tru_int_3,abs1_tru_int_4,abs1_tru_ben_1,abs1_tru_ben_2,abs1_tru_ben_3,abs1_tru_ben_4,abs1_tch_1,abs1_tch_2,abs1_tch_3,abs1_tch_4,abs1_tch_5,abs2_tsm_1,abs2_tsm_2,abs2_tsm_3,abs2_tsm_4,abs2_tsc_1,abs2_tsc_2,abs2_tsc_3,abs2_tru_exp_1,abs2_tru_exp_2,abs2_tru_exp_3,abs2_tru_exp_4,abs2_tru_exp_5,abs2_tru_exp_6,abs2_tru_int_1,abs2_tru_int_2,abs2_tru_int_3,abs2_tru_int_4,abs2_tru_ben_1,abs2_tru_ben_2,abs2_tru_ben_3,abs2_tru_ben_4,abs2_tch_1,abs2_tch_2,abs2_tch_3,abs2_tch_4,abs2_tch_5,tsm_1,tsm_2,tsm_3,country,country_oth
VVYp6eZalV9tQqYK0zt-rnizXvV5bMJaHs-3p42zVKyopL3AavpiLNbtsAKH6kzR,2020-12-23 18:45:30,2020-12-23 18:54:42,2020-12-23 18:54:42,NA,gb,gb,cc,robot,3,3,3,3,3,3,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,-999,-999,3,-999,3,3,3,3,3,2,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,-999,3,3,-999,3,3,2,1,NA
k3Fx4bam8kidso1961YnLWRQRbBdYvbJwsjQXYKXkY5bMwnKVa1r8IQ5E__dHDRa,2020-12-23 18:47:47,2020-12-23 18:54:02,2020-12-23 18:54:02,NA,gb,gb,cc,moral,3,3,3,3,2,3,2,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,3,3,2,3,3,3,3,3,2,3,2,2,3,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA
xwTNDPEgio5_fPl82hxsy2GAe8TIsMHyDRT0OcJs-98fU5CMpLUytAjdBnHawNvJ,2020-12-23 18:48:51,2020-12-23 19:00:58,2020-12-23 19:00:58,NA,cb,cb,gb,moral,4,2,3,4,2,3,2,6,2,2,3,3,4,3,2,5,5,4,3,6,5,3,4,4,3,4,2,3,3,2,4,1,3,2,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,4,4,2,1,NA
MsqBHPtW42VUiZoLeiGCrffxxTbLw7NsHQoElyeOVPFsFSVy1h98s9jaVBr-M963,2020-12-23 18:50:24,2020-12-23 18:58:21,2020-12-23 18:58:21,NA,cc,cc,gb,moral,2,2,2,2,3,2,3,3,2,2,2,3,2,3,2,4,4,3,3,3,3,2,-999,-999,2,-999,2,2,2,2,3,2,3,4,3,3,3,3,2,3,4,4,3,4,3,3,3,1,1,1,1,1,3,3,3,1,NA
r40CWpOl53o0suj2sa0D1AdDTyltkAW2nF4OAM4pHDTu7XhxkXt0e3hUjsddD9Tz,2020-12-23 18:53:01,2020-12-23 19:03:30,2020-12-23 19:03:30,NA,cb,cb,cc,moral,2,2,3,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,4,4,3,4,3,2,4,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,-999,-999,4,-999,4,4,3,3,NA
Zx6_PpGiF1xK5JWFvry6xO7JVWGt7ajXXOK-bKGF8kWaCKmEY4DofkAnALAT2WZ5,2020-12-23 19:03:31,2020-12-23 19:15:37,2020-12-23 19:15:37,NA,cc,cc,gb,moral,3,4,4,4,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,3,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,NA
rRgNfZMMeM2T2M-D1DRLWgF3wpY3UEyGvv3niEPWdYh2bfMjilyxkd9WOLVtTaGA,2020-12-23 19:07:44,2020-12-23 19:22:04,2020-12-23 19:22:05,NA,gb,gb,cc,robot,3,3,4,2,3,2,2,1,1,2,2,2,2,1,1,2,1,1,3,2,3,3,1,1,4,2,2,3,3,3,3,2,3,2,2,3,2,2,2,1,1,2,2,1,2,2,2,4,4,4,4,4,3,2,4,1,NA
PGgtxtW2UaP4FTkFC0gOtnR7CsGaZhevQI5dfYFcm07vu1U8FmzjEMknZFIBYKNu,2020-12-23 19:18:33,2020-12-23 19:31:31,2020-12-23 19:31:31,NA,cb,cb,gb,moral,3,2,3,4,3,2,3,3,2,4,3,4,4,2,4,2,2,3,2,2,2,2,4,4,-999,4,2,3,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,4,2,1,NA
Na5Od0InBN9SAaYByNA41XS5TpYfLR4jQ0r5oxuZnf_Z_sz6vK0B_Urud92JAgsw,2020-12-23 19:23:43,2020-12-23 19:26:35,2020-12-23 19:26:35,NA,gb,gb,cc,robot,4,4,1,1,2,3,1,7,4,7,7,5,7,5,4,4,4,5,5,7,7,1,1,1,1,1,3,3,1,2,2,3,2,2,2,2,3,2,6,3,1,3,3,1,4,1,2,1,1,1,1,1,3,4,4,1,NA
1KSw3kbSyOCWPRP1kK6TAmKf5J5FL5GAfPTtEY_-pbCZc6paNjfnc_ROMJgv2f1g,2020-12-23 19:24:27,2020-12-23 19:39:51,2020-12-23 19:39:51,NA,cb,cb,gb,moral,3,2,2,3,2,2,3,3,4,3,3,3,2,3,3,3,4,3,3,2,3,-999,-999,3,-999,3,2,3,2,3,3,3,3,4,4,3,4,3,3,4,4,4,3,5,3,3,4,-999,-999,-999,-999,-999,3,2,2,1,NA
de4GzvEGCrWW-86uH3YSmzxq7TecOuF0mVewv4mkSw51bDjaQbmPgsBkesvZnWzS,2020-12-23 19:25:54,2020-12-23 19:41:16,2020-12-23 19:41:16,NA,cb,cb,gb,robot,2,3,2,3,2,3,3,3,3,4,2,4,3,4,2,3,2,5,2,3,3,3,2,3,3,2,2,3,2,3,3,3,3,2,3,3,3,2,3,4,4,4,3,3,3,4,3,3,2,2,3,2,4,4,4,1,NA
tKBEeLk0GJNZOPLkKRhuraqNrqIokJ-91gMlkFW_OA3aAe_AQ0cyaz2YSuAPfqwQ,2020-12-23 20:35:53,2020-12-23 20:57:34,2020-12-23 20:57:34,NA,cc,cc,gb,moral,3,2,2,3,4,3,3,2,1,1,2,2,2,2,2,4,2,4,2,2,2,-999,3,3,3,-999,2,2,2,2,3,2,3,2,1,1,2,2,2,4,3,4,2,2,4,3,3,2,2,3,-999,1,3,2,1,1,NA
ijfCsEIZ3Qrm4m_yjtWewyO_iHdRbTEzpvg3Uc7tJN7vBpMVSi8wp6A43wMwX9d-,2020-12-23 20:38:29,2020-12-23 20:40:23,2020-12-23 20:40:24,NA,cc,cc,cb,moral,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,3,4,2,3,NA
hUd42ElsBCjTWuRiAGCkbWZX6SK3y-YppGvn9UPUretmUXNLwsuVHqt-MjZz8cV4,2020-12-23 20:38:35,2020-12-23 20:56:01,2020-12-23 20:56:01,NA,cc,cc,cb,robot,3,2,4,2,3,3,3,3,3,2,3,2,5,3,3,4,6,4,4,4,4,4,4,3,3,3,3,2,2,3,2,2,2,2,4,3,4,3,3,3,3,5,4,4,3,5,5,4,4,4,3,4,4,4,2,1,NA
_vN_cmq8-WGU0XitEzHhvWsVzXhBFI-166d8UBzOm2dr7rhXEpfe-p0gnnetS0i6,2020-12-23 22:39:16,2020-12-23 22:48:22,2020-12-23 22:48:22,NA,cc,cc,cb,robot,2,4,2,4,3,2,3,1,1,4,1,1,1,1,2,4,1,1,1,2,2,4,4,-999,4,4,3,4,4,4,2,2,4,2,1,2,2,4,1,2,2,4,3,4,3,2,4,4,4,4,4,4,4,4,3,1,NA
tVqhPPVC2kLhB_HbldzMidfq488H_KmmkOxwb8uhsBSyzOB2ZZbO7iZfhxR_tAd5,2020-12-23 23:30:34,2020-12-29 01:22:47,2020-12-29 01:22:47,NA,cb,cb,cc,robot,2,3,3,4,1,2,2,3,3,2,1,3,2,2,4,4,2,1,4,2,2,3,3,3,4,-999,2,3,3,3,3,2,3,1,2,3,1,3,2,3,2,3,3,2,2,2,2,-999,4,-999,4,3,3,3,3,3,NA
GnzAqos2YgEDsbFdEX3gwbGOjGrbsMkIo8TKiyJ2owG4EvPXS7G5GwOQJJPyBTvy,2020-12-23 23:31:03,2020-12-23 23:32:53,2020-12-23 23:32:53,NA,cb,cb,cc,moral,3,4,3,3,3,3,3,4,6,4,6,5,6,5,6,6,6,6,5,4,5,4,3,3,2,3,3,3,2,3,2,3,2,4,6,3,4,4,4,4,4,5,3,4,4,5,4,2,2,2,3,3,2,3,3,1,NA
o-QFlw5bIAQU7_dncZ5KnC4qk_YldK0Y0nuqJi_2OzOlUwNr3nH4S9jcMTOVjseK,2020-12-23 23:31:59,2020-12-23 23:52:22,2020-12-23 23:52:22,NA,cb,cb,cc,moral,3,2,2,3,2,3,2,4,1,1,4,4,4,4,2,4,4,4,4,4,4,3,-999,-999,-999,-999,2,3,2,3,2,3,3,4,2,3,3,2,3,4,3,2,4,4,2,4,4,-999,4,-999,-999,-999,4,2,3,1,NA
GVjsMljXAcq_WAZteME7FnK0tpRvQRUX_ZYAE3gf3_Ci932QrirwWd0_IINRNlHI,2020-12-24 01:59:16,2020-12-24 02:02:27,2020-12-24 02:02:27,NA,gb,gb,cc,robot,3,4,3,3,3,3,4,4,4,4,3,3,3,5,3,4,3,3,4,4,3,2,4,3,3,3,3,4,3,4,3,4,4,3,5,4,4,4,6,4,3,4,3,5,4,3,4,4,3,3,3,3,3,3,4,1,NA
FHDrOZ591R4JQSSjk3BEiCT1ZRLBAChKXRv6r_0IWC51rh0t_LiHygscg0gaZgSS,2020-12-24 02:06:22,2020-12-24 02:08:15,2020-12-24 02:08:15,NA,cc,cc,cb,robot,3,4,3,4,3,4,3,3,4,4,3,2,5,3,3,3,3,4,4,3,3,3,4,3,3,3,3,3,4,3,4,3,3,4,4,1,2,3,4,3,3,4,4,4,2,2,3,4,4,4,3,3,3,4,4,1,NA
pTn1JXGD8YjevR2WC-5kmWfDjyWZttEoRJAKamA-tkGkEAczkO13LYeOWek8HNkD,2020-12-24 03:30:13,2020-12-24 03:38:00,2020-12-24 03:38:00,NA,cb,cb,cc,robot,4,4,4,4,1,4,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,1,-999,-999,-999,1,4,4,4,1,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,1,1,1,2,NA
rgh7qS4kIev1lmscNGQhvcpvSWrTGiKvibKRtKs8knBFr6dNp7rOpIGTidsQ7RJS,2020-12-24 04:54:24,2020-12-24 04:57:12,2020-12-24 04:57:13,NA,cb,cb,cc,robot,2,2,3,2,2,2,3,5,5,5,5,5,5,5,5,5,4,5,5,4,5,3,2,2,3,3,3,2,3,3,3,3,3,5,5,6,5,4,6,5,4,5,4,5,5,5,4,3,3,3,2,3,3,3,3,1,NA
oc89IN18K3fwsQ-m17nEVPLzvC_VvTq4Te-61u9AcDPjPFGzPJCxfjFu-Td2vv-K,2020-12-24 09:08:07,2020-12-24 09:10:29,2020-12-24 09:10:29,NA,cb,cb,cc,robot,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,1,NA
KrCmFcNfOxsxALKL60GZ61m4x6cwLcm8yIx4wcATD_iYoamPy1yl6bWZgtSS4JaA,2020-12-24 10:45:05,2020-12-24 10:52:50,2020-12-24 10:52:50,NA,cc,cc,gb,robot,1,2,1,3,3,1,3,1,1,1,1,2,1,3,3,2,3,4,1,2,3,3,4,4,4,4,2,2,2,2,3,2,4,2,1,1,2,1,1,2,2,2,3,4,1,3,3,1,1,1,2,1,4,4,3,1,NA
9OcD_3Nxx1fmDgoatUbt8eu6Fnra8GCGGfkQTbRbQgWuZcDtH7hr5DY_WT5s7TUb,2020-12-24 11:05:02,2020-12-24 11:17:30,2020-12-24 11:17:30,NA,gb,gb,cc,moral,3,2,3,3,2,4,3,6,5,4,6,6,5,6,4,5,5,6,4,5,5,4,-999,3,2,-999,2,3,2,3,3,1,2,3,3,3,2,4,4,2,4,3,3,3,4,3,3,3,3,3,-999,-999,3,4,2,1,NA
r-oiPhiYAeyFracpE1fVvvXDE8Eo3arSMgEUv_pMtDtjlHLyWe_eYSWeYPAFQpsw,2020-12-24 11:31:11,2020-12-24 11:47:38,2020-12-24 11:47:39,NA,gb,gb,cb,robot,4,4,4,4,1,2,1,6,6,6,6,6,6,6,6,5,5,6,6,5,6,1,1,1,1,1,4,4,3,3,1,4,1,6,5,5,5,6,6,6,5,6,5,4,5,5,4,4,4,4,4,4,4,4,4,1,NA
OtrS0gSWxU2VZB9B-U11WM-BKBc3i80RcvUIV6DwgvyKbPa1BDe_b-Mch9Lkxmp0,2020-12-24 13:40:49,2020-12-24 13:44:26,2020-12-24 13:44:26,NA,cc,cc,gb,moral,3,2,3,3,3,3,3,3,2,3,2,2,2,2,3,2,2,3,3,2,3,-999,-999,-999,-999,-999,3,2,3,3,2,2,2,3,3,3,3,3,2,3,3,3,3,4,3,3,3,2,2,2,2,2,3,3,3,3,NA
aJRnfb99UPPHSVF44v5RU5DvAPaEdraWWvY48D_sbzi5-Crj7ONqe1JLgubWLFI6,2020-12-24 13:43:02,2020-12-24 13:52:54,2020-12-24 13:52:55,NA,gb,gb,cb,robot,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,-999,3,-999,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,3,3,4,NA
zCprDgk14IltozsrFNtzyf1iwqpn8dlImKMP17R9wchwABdZ5UnJmD9KCIar_qRA,2020-12-24 13:51:34,2020-12-24 14:01:18,2020-12-24 14:01:18,NA,cc,cc,gb,moral,3,3,2,3,3,3,3,2,1,3,3,1,1,3,4,4,3,4,4,2,3,3,2,2,2,4,2,2,2,3,1,4,1,4,5,4,3,3,5,6,3,4,4,6,5,6,5,3,2,1,2,2,4,4,2,1,NA
LKPocY8QUJSUzacUyRtkyOtj8cHxgaNRmWZuMWDK3jaLUgX3rPqe9JzMF_OFtaSH,2020-12-24 13:53:19,2020-12-24 14:00:40,2020-12-24 14:00:40,NA,gb,gb,cb,moral,4,4,1,4,3,2,1,4,5,4,4,5,5,5,4,5,5,5,6,6,4,1,1,1,1,1,4,2,1,4,1,3,1,6,6,5,6,6,6,4,4,6,5,5,4,6,5,4,4,4,-999,4,4,4,4,1,NA
p7rsVuy3XV-rMKtS4ICB7z6xH6WBEJ-2LS7SYc0WvpG8-6Y2AMNt9PuA1gLSbqC7,2020-12-24 13:55:24,2020-12-24 13:57:01,2020-12-24 13:57:01,NA,cb,cb,cc,moral,3,2,3,2,3,3,3,6,5,5,6,6,4,5,4,5,4,5,2,5,4,4,3,2,3,-999,2,2,4,2,2,2,4,5,3,3,4,4,4,5,4,4,6,5,3,6,5,4,2,2,2,2,4,4,3,1,NA
MzWPkJZQlHqPBakM8SPsdMhi8S5jyjtOXm2ze-SxZLZAMV3Jx0X-XbWNjlQ6eLlB,2020-12-24 13:58:52,2020-12-24 14:00:53,2020-12-24 14:00:54,NA,gb,gb,cc,moral,3,3,2,3,3,2,3,4,4,4,4,4,4,5,4,5,3,5,4,4,5,3,3,3,3,3,2,2,3,3,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,-999,-999,-999,-999,-999,3,3,3,1,NA
J-hiPQ-oyFF5iRuEoo_Jz6tzPiCR3nmSnkgOvMKk-IjH8etRA0QK510AxaVucCK3,2020-12-24 14:10:26,2020-12-24 14:15:01,2020-12-24 14:15:01,NA,cc,cc,gb,moral,2,2,2,4,2,3,2,1,3,2,2,3,2,4,4,2,4,4,4,2,4,3,4,-999,1,3,3,2,3,3,2,2,2,2,2,2,2,2,2,4,3,2,4,4,3,3,3,4,-999,1,3,2,3,3,1,1,NA
1wdX2cAoSikcvBV0VpXkXkjffFrm2PMwywTcJ2rL2zOwAsBtSVhMcNWxtflHX_p1,2020-12-24 14:16:48,2020-12-24 14:21:06,2020-12-24 14:21:07,NA,cc,cc,gb,robot,3,2,3,3,2,2,3,3,4,4,5,5,3,4,5,4,3,4,3,3,4,2,3,4,3,3,4,2,3,3,3,3,2,2,3,3,5,4,3,3,4,4,5,5,4,4,5,3,2,3,4,3,2,3,3,1,NA
tuVkWbdaEXI8VsUvz2118JF5e9xXobhMmrk7TfMykc6lwoX7RSt5z4itAavhjGR9,2020-12-24 14:23:19,2020-12-24 14:25:46,2020-12-24 14:25:46,NA,cb,cb,gb,moral,3,3,3,3,2,3,2,2,2,2,2,3,2,2,3,3,2,2,2,3,2,3,3,3,4,4,2,2,2,2,2,2,2,4,3,4,5,4,4,4,4,4,3,5,5,3,4,2,2,3,3,2,3,4,3,4,NA
De8AnIwlJ4t2QzC8b39iPRHvl4A-3x_BEUgipzMHuYcJKj9G4soUjDaYLIQeEeGf,2020-12-24 15:45:32,2020-12-24 16:02:28,2020-12-24 16:02:29,NA,cc,cc,cb,moral,3,4,3,3,3,2,3,2,2,1,1,1,2,2,3,2,3,2,4,2,2,3,3,-999,4,3,4,4,3,3,3,2,3,1,1,2,1,2,1,1,1,2,2,3,3,2,3,4,4,4,4,4,4,4,3,1,NA
PoQNQFycBdMaasZObR9l5jf2_2K22k5oeUPdcQH-J6l8sVY0fw941JO7WT6g7wo5,2020-12-24 15:54:13,2020-12-24 15:59:00,2020-12-24 15:59:01,NA,cc,cc,gb,moral,2,3,3,3,4,3,2,2,4,2,4,2,4,3,4,4,3,4,4,5,4,3,3,3,3,-999,3,3,3,3,3,2,2,4,3,4,4,4,3,4,4,4,4,3,3,4,3,-999,3,1,-999,-999,4,3,4,1,NA
kj698mOjgjv1BTBKQKHu07fml1Q7_fNJMZhwQ-0o5QpiDK264Qpp2CXc578JxYV-,2020-12-24 16:45:33,2020-12-24 16:52:12,2020-12-24 16:52:12,NA,cc,cc,cb,moral,2,1,1,1,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,-999,4,4,2,1,1,4,4,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,2,4,-999,3,4,4,1,NA
0yejTdaPrDfwhxPr5wL4uDhpgrWHp0_gjT7dENprxUv6zdU9blsLiDFqcbnTtT5E,2020-12-24 17:30:42,2020-12-24 17:40:13,2020-12-24 17:40:13,NA,cc,cc,cb,robot,3,4,3,4,2,4,3,3,2,3,3,2,2,5,3,4,2,5,4,1,3,2,4,1,1,3,2,1,2,2,1,3,4,4,5,2,2,4,4,2,2,3,5,2,4,2,4,2,2,4,2,1,4,3,3,1,NA
YLUsHJ7gHUCwxAPzEVPY7HzzGlkfbZuV2Y-p75OkMhWGes8BZCUoRsJyt5Sz-G60,2020-12-24 17:38:03,2020-12-24 19:09:36,2020-12-24 19:09:37,NA,gb,gb,cc,moral,2,3,3,2,2,2,3,2,2,2,3,3,1,3,3,3,3,3,4,2,4,1,1,-999,1,1,2,2,3,3,3,1,2,3,3,2,3,3,2,3,2,3,3,3,3,3,3,-999,-999,-999,-999,-999,3,3,3,1,NA
triv9EWHzl5bM8qJNeMYIuev_3Htw-yLTZJtjmrNdgv1c9UbZv8E-8--GDu7_QVc,2020-12-24 17:46:31,2020-12-24 17:51:30,2020-12-24 17:51:30,NA,cc,cc,gb,moral,3,2,2,2,3,3,2,5,5,4,4,5,5,5,5,5,5,4,5,5,5,3,3,3,2,3,2,2,2,4,2,2,2,5,5,5,5,5,5,5,5,5,6,5,5,5,6,1,1,1,1,1,2,2,2,1,NA
vefXoHE8Nu2IMmQjyUoXHu5X2ORs-nkARBQS7TYm0zGZhW1FzN4p6rZPFaM92x4j,2020-12-24 23:14:39,2020-12-24 23:19:22,2020-12-24 23:19:22,NA,cb,cb,gb,moral,2,2,2,2,2,2,2,4,4,5,4,4,4,4,4,3,4,4,3,4,4,3,3,3,3,3,3,2,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,3,3,3,3,3,1,NA
N7dzUEGlW_lo8MiKIW-sQtV1wsLPkgF8hIUyYt5XzR6X_KCTJ8xIwEyXd0JSxgIP,2020-12-25 07:32:16,2020-12-30 02:15:37,2020-12-30 02:15:38,NA,gb,gb,cc,moral,2,3,2,3,3,3,3,2,2,2,3,2,2,2,2,2,3,2,3,3,2,3,3,-999,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,3,3,3,3,3,3,3,1,NA
ch7OFMBWEEVGDhoxoWjvjhB2IpJFkgIw5IwTClVop5OgppSSZupUT7KbVZZg_ebZ,2020-12-25 13:50:25,2020-12-25 13:55:42,2020-12-25 13:55:43,NA,gb,gb,cc,moral,4,1,2,2,3,2,3,4,3,4,4,4,5,5,6,7,4,4,5,5,5,-999,-999,-999,1,-999,3,3,4,2,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999,2,2,-999,-999,1,3,1,1,NA
ywsXTxmpXPDxvzmBwY2d-aPQgG0lD97v8sw6oeZHPVss-8iQHREzEI5tjFjqSFII,2020-12-25 18:18:49,2020-12-25 18:30:46,2020-12-25 18:30:47,NA,gb,gb,cb,robot,2,3,4,3,2,2,2,2,3,3,3,3,3,3,2,3,2,3,3,3,2,2,-999,-999,2,-999,3,3,3,3,3,1,3,2,2,2,2,2,2,1,2,2,2,1,1,2,2,4,4,4,4,4,4,4,4,1,NA
VkwAYW1oWgcX3vA0SnbIOVoj4KvlzuH-dVy4XJhOglZnHYTpFQNa3Q-a17VSU-FQ,2020-12-26 00:45:21,2020-12-26 00:58:10,2020-12-26 00:58:11,NA,cb,cb,gb,moral,3,3,3,2,3,4,3,3,4,3,3,2,4,4,3,3,4,3,4,3,4,4,3,3,4,4,4,3,3,3,2,3,4,3,4,5,4,3,3,2,5,3,4,2,3,4,5,3,4,2,3,3,4,4,4,1,NA
FkeeNzERrW72e4aZC26-TjJtqDZgGkcZERRyvKAfl5ZgCZ1lKg9SS0ido6Nr2dWz,2020-12-26 11:00:02,2020-12-26 11:08:46,2020-12-26 11:08:46,NA,cb,cb,cc,moral,3,4,3,3,3,1,4,3,2,3,2,2,3,2,2,2,2,2,2,3,2,4,4,4,4,4,3,4,2,4,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,2,1,2,2,4,4,4,1,NA
KnmjRNX8JDL9t2oIEDqwQ1zUh26BICIpOIKnsOf3rLbaDuKAJD1CW4pZ1r0HN4AG,2020-12-26 11:06:10,2020-12-26 11:11:51,2020-12-26 11:11:52,NA,cb,cb,gb,moral,2,3,1,2,3,1,2,1,4,2,2,4,2,2,4,4,3,3,5,2,4,4,4,4,3,3,3,2,3,4,2,2,2,4,4,2,4,4,4,2,2,4,4,4,4,4,2,2,2,1,2,1,3,3,3,1,NA
MO7MDrYo4X5C4pEGj9BfYSZJKjKKkVXQooL51fOS8XrECnKYBu3m7p7f_jJnAP8W,2020-12-26 11:44:40,2020-12-26 11:50:06,2020-12-26 11:50:06,NA,cb,cb,gb,moral,2,3,2,3,2,3,2,2,2,1,2,2,2,2,2,3,3,2,3,3,3,3,3,4,3,4,2,3,3,3,1,4,1,5,2,3,4,2,2,3,4,5,3,5,5,4,5,1,1,1,1,1,4,4,4,2,NA
5FIxXbAQiiorTJM6T2ACd6eW8NErjp-CphfbdF4OP2sM1jz_Ml_Jdbh0epWqMvfz,2020-12-26 11:47:41,2020-12-26 11:52:34,2020-12-26 11:52:34,NA,cc,cc,gb,moral,2,2,1,1,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,3,3,3,3,2,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,1,NA
Y5zvxyFwdvAQNpz52b3kPT-7pGad-Qc5OSxp73yi8amIpZ3rgwUu134tOSF8BP05,2020-12-27 08:50:49,2020-12-27 09:11:29,2020-12-27 09:11:29,NA,gb,gb,cc,robot,3,2,2,2,3,2,2,2,4,4,4,5,2,3,2,5,3,2,4,2,5,1,3,2,2,2,2,2,2,3,1,2,3,2,4,6,2,3,7,5,4,4,6,3,4,4,5,1,2,3,2,2,3,2,2,1,NA
RE9vKNTkx-eqq3CPMU41vsSLoJfi0UBKdn0tuAA1HyTnDwaSbR1gs3ySSp5FUgzE,2020-12-27 17:47:29,2020-12-27 17:54:23,2020-12-27 17:54:23,NA,gb,gb,cb,robot,2,1,2,2,3,2,3,1,1,1,1,1,1,1,1,4,4,4,1,1,1,3,-999,3,3,-999,1,4,1,2,3,1,3,1,1,1,1,1,1,1,1,4,2,1,1,1,4,4,4,4,4,4,4,3,4,1,NA
9-n__gpjcwh3Zq-Q7rKoelNJtJuaOwuZIYcrT_3EIPw4U97OtDPAExm5DDvUD8Er,2020-12-28 03:20:03,2020-12-28 03:27:27,2020-12-28 03:27:28,NA,gb,gb,cc,moral,2,3,2,3,2,3,2,3,4,2,2,4,4,4,2,3,4,3,3,4,3,1,1,1,1,1,2,2,3,2,3,2,3,4,4,3,2,3,3,4,3,3,4,4,3,3,4,2,-999,-999,-999,-999,4,4,3,1,NA
VCThLg7qrwl-f2xmdOjqxJDpuo-Ss6CGQTolERe5guemnFmteSEuse9AIpeo02VS,2020-12-28 07:44:44,2020-12-28 07:56:22,2020-12-28 07:56:22,NA,cc,cc,cb,moral,3,2,3,2,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,4,4,4,4,3,2,3,3,2,2,3,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,4,4,1,1,NA
HYYVxlcW41GHks3m8FHEVs48Zz_4CavgcordwKSoO5PaQABm_nAYQlaleym6frWL,2020-12-28 13:11:58,2020-12-28 13:20:29,2020-12-28 13:20:29,NA,gb,gb,cc,moral,1,3,4,2,2,2,2,1,2,2,2,2,2,6,2,4,3,4,4,1,3,3,1,1,1,1,1,3,2,2,3,2,3,3,2,3,4,3,1,5,4,3,4,6,6,6,6,-999,-999,3,-999,-999,4,4,1,1,NA
0NgR0NZnC32wtzDIxpGC1-T16UdxRP8PG2eVmujkefwd5VDym6UQOfJFQ0DofHSW,2020-12-28 19:48:26,2020-12-28 20:19:03,2020-12-28 20:19:03,NA,gb,gb,cc,moral,3,3,3,2,3,2,3,1,1,1,2,2,3,1,1,1,1,1,1,3,1,2,1,1,2,1,2,3,3,3,2,3,2,1,1,1,1,3,2,1,1,2,2,2,4,4,1,2,1,2,3,2,4,4,1,1,NA
zgO5EtGghQ3v99iH19ihpmFs-icEJ_BpLNEG8GGwQGxSAK2rrbN6HxyYkPbccuXV,2020-12-29 10:30:44,2020-12-29 10:48:05,2020-12-29 10:48:06,NA,gb,gb,cc,robot,2,3,3,4,2,1,3,6,3,5,3,5,5,3,4,4,3,4,4,4,3,-999,-999,1,-999,1,2,2,1,2,2,2,3,5,2,3,3,5,3,3,5,4,3,2,5,2,3,-999,-999,-999,-999,-999,2,4,3,3,NA
